식품명,식품대분류명,에너지(kcal),단백질(g),당류(g),포화지방산(g),나트륨(mg),식이섬유(g),score_energy,score_sugar,score_satfat,score_sodium,food_group_score,kfni_total_score,kfni_grade
크로와상_산딸기크로,빵 및 과자류,353,5.26,27.0,8.42,316.0,,3,3,3,1,5,15,E
크로와상_생크림미니크로와상,빵 및 과자류,312,3.85,7.69,10.77,300.0,,3,2,3,1,5,14,E
크로와상_AOP 버터 크라상,빵 및 과자류,440,7.14,7.14,16.67,476.0,,3,1,3,3,5,15,E
크로와상_갈릭크림치즈 크로와상,빵 및 과자류,443,6.67,6.67,16.67,370.0,,3,1,3,2,5,14,E
케이크_치즈 케이크,빵 및 과자류,299,6.92,19.89,9.89,202.0,,3,3,3,1,5,15,E
케이크_클래식가토쇼콜라 케이크 (조각),빵 및 과자류,317,4.0,18.67,14.0,53.0,,3,3,3,0,5,14,E
케이크_파티팩딸기레어치즈 케이크,빵 및 과자류,283,4.64,22.47,9.59,88.0,,3,3,3,0,5,14,E
케이크_파티팩스트로베리초콜릿생크림 케이크,빵 및 과자류,287,3.83,17.45,10.95,80.0,,3,3,3,0,5,14,E
케이크_파티팩아이스박스 케이크,빵 및 과자류,339,4.13,16.77,15.63,172.0,,3,3,3,0,5,14,E
케이크_파티팩티라미수 케이크,빵 및 과자류,299,4.86,15.28,15.97,24.0,,3,3,3,0,5,14,E
케이크_퐁당쇼콜라바움쿠헨 케이크,빵 및 과자류,450,6.9,21.9,11.6,83.0,,3,3,3,0,5,14,E
케이크_티라미수 케이크,빵 및 과자류,301,6.67,17.5,10.0,179.0,,3,3,3,0,5,14,E
케이크_크런치 쿠키 마스카포네 케이크,빵 및 과자류,372,5.45,16.36,11.52,259.0,,3,3,3,1,5,15,E
케이크_크림치즈 브리오슈 보스톡 케이크,빵 및 과자류,404,5.6,20.0,5.6,292.0,,3,3,2,1,5,14,E
케이크_클라우드 치즈 케이크,빵 및 과자류,443,6.67,20.0,20.0,312.0,,3,3,3,1,5,15,E
케이크_클래식 치즈 케이크 (조각),빵 및 과자류,306,6.67,20.0,8.89,200.0,,3,3,3,1,5,15,E
케이크_클래식가토쇼콜라 케이크,빵 및 과자류,315,4.46,18.62,14.0,57.0,,3,3,3,0,5,14,E
크로와상_거문 오름 크루아상,빵 및 과자류,477,8.54,19.51,17.07,448.0,,3,3,3,2,5,16,E
케이크_트리플 초코 케이크,빵 및 과자류,300,5.0,18.0,10.0,100.0,,3,3,3,0,5,14,E
케이크_크레이프 에멘탈 치즈 케이크,빵 및 과자류,330,5.0,18.0,19.0,254.0,,3,3,3,1,5,15,E
크로와상_초코트위스트크로,빵 및 과자류,425,8.0,9.0,16.0,453.0,,3,2,3,2,5,15,E
케이크_흑임자 갸또 쇼콜라 케이크,빵 및 과자류,321,4.96,22.31,13.22,257.0,,3,3,3,1,5,15,E
피자_반&반 피자 씬바샤삭 (L),빵 및 과자류,305,16.22,7.43,6.08,497.0,,3,2,2,3,5,15,E
케이크_초코골드레이어,빵 및 과자류,300,4.4,24.53,9.73,116.0,,3,3,3,0,5,14,E
크로와상_누텔라 크로와상,빵 및 과자류,508,8.0,16.0,20.0,320.0,,3,3,3,1,5,15,E
크로와상_누네딸기 크로와상,빵 및 과자류,383,5.56,30.56,8.33,225.0,,3,3,3,1,5,15,E
크로와상_꿀꿀바 크로와상,빵 및 과자류,503,6.67,26.67,16.67,277.0,,3,3,3,1,5,15,E
크로와상_고구마크로,빵 및 과자류,341,7.32,21.0,7.32,305.0,,3,3,2,1,5,14,E
크로와상_미니크로와상,빵 및 과자류,369,6.25,,10.63,469.0,,3,3,3,3,5,17,E
케이크_블루베리크로넛,빵 및 과자류,382,7.2,13.6,12.8,280.0,,3,3,3,1,5,15,E
케이크_초코크로넛,빵 및 과자류,409,8.0,12.6,11.7,350.0,,3,3,3,2,5,16,E
피자_리얼불고기 피자 씬 (M),빵 및 과자류,282,13.23,6.73,7.0,545.0,,3,1,2,3,5,14,E
케이크_프렌치 블루베리 치즈 케이크 (조각),빵 및 과자류,588,8.0,21.0,24.0,199.0,,3,3,3,1,5,15,E
케이크_산딸기크로넛,빵 및 과자류,390,7.0,12.3,10.6,319.0,,3,3,3,1,5,15,E
케이크_쇼콜라 케이크,빵 및 과자류,397,9.47,22.11,12.63,138.0,,3,3,3,0,5,14,E
케이크_순수 우유 케이크 (조각),빵 및 과자류,433,6.0,23.0,13.0,220.0,,3,3,3,1,5,15,E
케이크_순수우유 카스테라 케이크,빵 및 과자류,386,11.0,36.0,14.0,154.0,,3,3,3,0,5,14,E
케이크_스위트 쌀 롤,빵 및 과자류,308,6.15,32.31,10.77,154.0,,3,3,3,0,5,14,E
피자_반&반 피자 씬바샤삭 (R),빵 및 과자류,291,14.68,8.26,6.42,492.0,,3,2,2,3,5,15,E
파이/만주_미니고구마파이,빵 및 과자류,374,7.89,13.16,11.05,226.0,,3,3,3,1,5,15,E
파이/만주_리프파이,빵 및 과자류,493,6.67,38.33,10.0,267.0,,3,3,3,1,5,15,E
소보로빵_달콤고소한밤롤브레드,빵 및 과자류,290,7.0,13.0,2.7,360.0,,3,3,1,2,5,14,E
피자_고르곤졸라 피자 (L),빵 및 과자류,358,20.35,8.89,7.64,593.0,,3,2,3,3,5,16,E
케이크_클래식 고구마 케이크,빵 및 과자류,315,4.0,15.0,8.0,180.0,,3,3,3,0,5,14,E
피자_고르곤졸라 피자,빵 및 과자류,384,18.1,17.24,12.07,414.0,,3,3,3,2,5,16,E
피자_고르곤졸라 (L),빵 및 과자류,364,18.89,11.11,12.22,418.0,,3,2,3,2,5,15,E
고추장볶음,볶음류,376,9.1,14.39,6.53,1604.0,3.4,3,3,2,3,3,14,E
피자_고르곤졸라 피자 치즈링 (L),빵 및 과자류,301,19.21,4.52,6.78,555.0,,3,1,2,3,5,14,E
피자_고르곤졸라 피자 치즈링 (G),빵 및 과자류,296,18.49,4.2,6.72,550.0,,3,1,2,3,5,14,E
피자_고르곤졸라 피자 씬도우 (R),빵 및 과자류,373,18.4,3.2,10.4,462.0,,3,0,3,3,5,14,E
피자_고르곤졸라 피자 석쇠 (R),빵 및 과자류,315,18.87,4.72,5.66,495.0,,3,1,2,3,5,14,E
피자_고르곤졸라 피자 석쇠 (L),빵 및 과자류,314,18.37,5.44,6.12,496.0,,3,1,2,3,5,14,E
피자_고르곤졸라 피자 석쇠 (G),빵 및 과자류,308,17.01,5.15,6.19,482.0,,3,1,2,3,5,14,E
피자_고르곤졸라 피자 리코타링 (R),빵 및 과자류,315,18.25,5.56,7.14,525.0,,3,1,2,3,5,14,E
피자_페퍼로니 피자 씬 (L),빵 및 과자류,321,14.34,2.95,9.48,636.0,,3,0,3,3,5,14,E
케이크_쿠키 앤 크림 케이크,빵 및 과자류,352,6.09,20.0,10.43,111.0,,3,3,3,0,5,14,E
피자_페퍼로니 마니아 피자,빵 및 과자류,284,13.22,4.21,5.66,549.0,,3,1,2,3,5,14,E
케이크_티라미수,빵 및 과자류,295,5.0,15.1,8.5,88.0,,3,3,3,0,5,14,E
케이크_브라우니,빵 및 과자류,496,8.3,30.8,8.8,46.0,,3,3,3,0,5,14,E
케이크_부드러운블루베리쉬폰,빵 및 과자류,315,3.61,20.69,11.67,104.0,,3,3,3,0,5,14,E
케이크_바스크 치즈 케이크,빵 및 과자류,330,5.36,16.67,16.07,244.0,,3,3,3,1,5,15,E
케이크_바스크 치즈 케이크,빵 및 과자류,362,5.39,24.55,17.96,228.0,,3,3,3,1,5,15,E
케이크_바스크 치즈 케이크,빵 및 과자류,353,7.5,18.13,13.75,275.0,,3,3,3,1,5,15,E
케이크_무화과파운드,빵 및 과자류,421,5.1,30.8,9.0,156.0,,3,3,3,0,5,14,E
케이크_마스카포네티라미수,빵 및 과자류,301,6.67,17.5,10.0,179.0,,3,3,3,0,5,14,E
케이크_리얼 카라멜 치즈 케이크 (조각),빵 및 과자류,555,8.0,35.0,24.0,203.0,,3,3,3,1,5,15,E
케이크_레몬 케이크,빵 및 과자류,504,5.78,34.44,11.33,96.0,,3,3,3,0,5,14,E
케이크_레드벨벳 케이크 (홀),빵 및 과자류,394,5.0,28.0,12.0,375.0,,3,3,3,2,5,16,E
케이크_레드벨벳 케이크,빵 및 과자류,305,4.76,30.48,7.62,171.0,,3,3,3,0,5,14,E
케이크_초코 블라썸 케이크,빵 및 과자류,325,4.0,13.0,8.0,85.0,,3,3,3,0,5,14,E
케이크_진한크림치즈 가득 클래식 치즈 케이크,빵 및 과자류,325,7.0,25.0,12.0,190.0,,3,3,3,1,5,15,E
케이크_오리지널티라미수,빵 및 과자류,298,3.2,22.4,15.2,70.0,,3,3,3,0,5,14,E
케이크_얼그레이 생크림 케이크,빵 및 과자류,371,5.56,23.33,12.22,159.0,,3,3,3,0,5,14,E
케이크_시나몬크로넛,빵 및 과자류,397,8.0,16.2,11.0,344.0,,3,3,3,2,5,16,E
케이크_스위트 초코쌀 롤,빵 및 과자류,305,7.69,30.77,10.77,83.0,,3,3,3,0,5,14,E
케이크_클래식쇼콜라,빵 및 과자류,429,7.7,28.5,10.8,50.0,,3,3,3,0,5,14,E
케이크_클래식오브치즈 케이크,빵 및 과자류,289,5.87,17.47,10.8,203.0,,3,3,3,1,5,15,E
케이크_클래식오브치즈 케이크 (조각),빵 및 과자류,294,5.88,17.65,10.59,200.0,,3,3,3,1,5,15,E
케이크_티라미수,빵 및 과자류,326,4.46,19.64,14.29,76.0,,3,3,3,0,5,14,E
케이크_티라미스 케이크 (조각),빵 및 과자류,334,7.5,23.75,10.0,206.0,,3,3,3,1,5,15,E
케이크_치즈 케이크,빵 및 과자류,359,7.06,21.18,15.29,166.0,,3,3,3,0,5,14,E
토스트_더블 버터 카야 토스트,빵 및 과자류,335,4.74,7.27,11.17,371.0,,3,1,3,2,5,14,E
크림빵_크림소금빵,빵 및 과자류,450,12.5,7.5,6.0,715.0,,3,2,2,3,5,15,E
크림빵_옥수수콘크림샌드,빵 및 과자류,313,6.09,12.17,7.83,278.0,,3,3,3,1,5,15,E
크림빵_연유크림브레드,빵 및 과자류,271,4.0,17.96,7.8,329.0,,2,3,3,1,5,14,E
크림빵_슈크림 콩빵,빵 및 과자류,357,5.13,24.7,4.06,239.0,,3,3,2,1,5,14,E
크림빵_생크림메론크림빵,빵 및 과자류,328,5.17,15.52,6.03,216.0,,3,3,2,1,5,14,E
크림빵_보슬보슬옥수수크림빵,빵 및 과자류,344,6.67,14.44,8.89,289.0,,3,3,3,1,5,15,E
크림빵_후레쉬크림샌드빵,빵 및 과자류,408,7.6,11.6,12.8,368.0,,3,2,3,2,5,15,E
크림빵_커스타드 크로칸 슈,빵 및 과자류,427,10.0,20.0,15.0,120.0,,3,3,3,0,5,14,E
크림빵_쿠키슈 생크림,빵 및 과자류,343,4.29,20.0,11.43,171.0,,3,3,3,0,5,14,E
크림빵_쿠키슈 커스터드초코크림,빵 및 과자류,427,8.57,15.71,12.86,364.0,,3,3,3,2,5,16,E
크림빵_쿠키슈 황치즈크림,빵 및 과자류,386,8.57,12.86,7.14,610.0,,3,3,2,3,5,16,E
크림빵_흑당크림브레드,빵 및 과자류,268,3.68,18.52,9.34,285.0,,2,3,3,1,5,14,E
크림빵_진한쌀크림빵,빵 및 과자류,325,5.59,13.99,11.19,210.0,,3,3,3,1,5,15,E
크림빵_초코 슈스틱,빵 및 과자류,333,6.67,13.33,10.0,150.0,,3,3,3,0,5,14,E
타르트_까망베르치즈 타르트,빵 및 과자류,314,6.47,13.76,9.06,210.0,,3,3,3,1,5,15,E
크림빵_티라미수 크림 데니쉬,빵 및 과자류,345,4.55,21.82,12.73,218.0,,3,3,3,1,5,15,E
크림빵_후레쉬연유크림,빵 및 과자류,454,9.52,15.48,13.1,493.0,,3,3,3,3,5,17,E
크림빵_후레쉬연유크림빵,빵 및 과자류,417,8.0,15.0,13.0,412.0,,3,3,3,2,5,16,E
크림빵_후레쉬크림빵,빵 및 과자류,404,6.41,17.95,11.54,295.0,,3,3,3,1,5,15,E
크림빵_후레쉬크림빵,빵 및 과자류,411,7.59,17.72,10.13,291.0,,3,3,3,1,5,15,E
크림빵_후레쉬크림샌드빵 (소),빵 및 과자류,408,7.2,11.2,12.8,368.0,,3,2,3,2,5,15,E
크림빵_크림코르네,빵 및 과자류,272,3.51,12.28,12.28,202.0,,2,3,3,1,5,14,E
파이/만주_미니딸기필링파이,빵 및 과자류,397,3.03,27.27,10.0,318.0,,3,3,3,1,5,15,E
크림빵_어둠의다크초코통통,빵 및 과자류,400,6.67,21.11,15.56,222.0,,3,3,3,1,5,15,E
크림빵_초코가나슈크림빵,빵 및 과자류,299,7.79,15.58,5.84,260.0,,3,3,2,1,5,14,E
케이크_치즈타르트바움쿠헨 케이크,빵 및 과자류,376,7.4,30.2,9.5,181.0,,3,3,3,0,5,14,E
타르트_무화과타르트,빵 및 과자류,476,8.98,30.0,21.84,101.0,,3,3,3,0,5,14,E
토스트_스위트토스트,빵 및 과자류,419,6.45,14.52,12.9,355.0,,3,3,3,2,5,16,E
샌드위치_햄치즈 샌드위치,빵 및 과자류,378,12.08,5.71,8.83,703.0,,3,1,3,3,5,15,E
토스트_자색 고구마 카야 토스트,빵 및 과자류,256,5.83,11.61,5.0,484.0,,2,2,2,3,5,14,E
크림빵_인생 딸기생크림빵,빵 및 과자류,329,5.71,15.24,5.71,238.0,,3,3,2,1,5,14,E
토스트_촉촉한 허니버터토스트,빵 및 과자류,380,4.57,22.86,10.86,286.0,,3,3,3,1,5,15,E
토스트_페퍼로니 피자 토스트,빵 및 과자류,282,12.35,4.12,7.65,471.0,,3,1,3,3,5,15,E
토스트_햄치즈 스크램블 토스트,빵 및 과자류,290,11.0,7.0,7.0,690.0,,3,1,2,3,5,14,E
토스트_허니버터토스트,빵 및 과자류,335,6.0,20.0,7.0,330.0,,3,3,2,1,5,14,E
타르트_뉴욕치즈타르트,빵 및 과자류,390,8.0,16.0,16.0,260.0,,3,3,3,1,5,15,E
타르트_리얼 다크 타르트,빵 및 과자류,429,6.67,23.33,20.0,83.0,,3,3,3,0,5,14,E
토스트_트리플 치즈 카야 토스트,빵 및 과자류,273,5.43,8.99,5.05,503.0,,2,2,2,3,5,14,E
크림빵_초코크림아몬드볼,빵 및 과자류,400,8.75,17.5,8.75,213.0,,3,3,3,1,5,15,E
크림빵_매직모카크림빵,빵 및 과자류,427,6.73,21.35,13.45,254.0,,3,3,3,1,5,15,E
샌드위치_카야치즈토스트,빵 및 과자류,270,7.04,14.72,5.77,431.0,,2,3,2,2,5,14,E
크림빵_추억의 고구마생크림빵,빵 및 과자류,368,6.36,12.73,12.73,291.0,,3,3,3,1,5,15,E
크림빵_땅콩크림빵,빵 및 과자류,431,8.75,15.0,11.25,275.0,,3,3,3,1,5,15,E
크림빵_크림듬뿍초코크림아몬드볼,빵 및 과자류,400,7.78,15.56,11.11,178.0,,3,3,3,0,5,14,E
크림빵_카페모카크림빵 (소),빵 및 과자류,410,7.74,21.29,11.61,271.0,,3,3,3,1,5,15,E
크림빵_카페모카크림빵 (대),빵 및 과자류,420,7.06,21.47,12.58,264.0,,3,3,3,1,5,15,E
크림빵_카스타드롤,빵 및 과자류,292,7.69,11.54,8.27,379.0,,3,2,3,2,5,15,E
크림빵_치즈크림팡도르,빵 및 과자류,326,6.32,15.79,12.11,258.0,,3,3,3,1,5,15,E
크림빵_초콜릿크로캉롱슈,빵 및 과자류,286,4.4,12.09,14.29,66.0,,3,3,3,0,5,14,E
크로와상_초코크런치 크로와상,빵 및 과자류,510,10.0,20.0,13.33,263.0,,3,3,3,1,5,15,E
와플_트리플 치즈 크로플,빵 및 과자류,368,7.68,7.32,12.32,566.0,,3,1,3,3,5,15,E
케이크_티라미수 케이크,빵 및 과자류,321,6.25,21.25,,74.0,,3,3,3,0,5,14,E
케이크_퀀즈캐롯 케이크,빵 및 과자류,318,4.47,21.14,10.51,262.0,,3,3,3,1,5,15,E
케이크_플레인 치즈 스틱 케이크,빵 및 과자류,356,6.67,17.78,13.33,333.0,,3,3,3,2,5,16,E
케이크_플레인바스크치즈 케이크,빵 및 과자류,353,5.26,21.05,12.37,150.0,,3,3,3,0,5,14,E
케이크_피넛 크림 바나나 케이크,빵 및 과자류,396,4.17,31.67,8.33,125.0,,3,3,3,0,5,14,E
케이크_필라델피아 치즈 케이크,빵 및 과자류,340,6.6,22.64,14.15,255.0,,3,3,3,1,5,15,E
케이크_딸기와우유 생크림 1호,빵 및 과자류,283,4.61,19.24,9.42,100.0,,3,3,3,0,5,14,E
케이크_히든하트레드벨벳 케이크,빵 및 과자류,285,3.0,15.0,9.0,95.0,,3,3,3,0,5,14,E
케이크_티라미수케이크,빵 및 과자류,321,5.88,11.38,9.56,239.0,,3,2,3,1,5,14,E
케이크_티라미수 케이크,빵 및 과자류,291,5.29,15.71,9.57,123.0,,3,3,3,0,5,14,E
케이크_초코미니 롤,빵 및 과자류,318,6.0,19.0,9.0,208.0,,3,3,3,1,5,15,E
피자_베이컨체더치즈 피자 씬 (M),빵 및 과자류,317,16.17,3.4,10.06,579.0,,3,0,3,3,5,14,E
케이크_퀀즈캐롯 케이크 (조각),빵 및 과자류,321,3.91,20.11,11.73,263.0,,3,3,3,1,5,15,E
케이크_티라미수컵 케이크,빵 및 과자류,330,3.92,21.25,15.33,71.0,,3,3,3,0,5,14,E
케이크_쿨내진동 민트초코 케이크,빵 및 과자류,385,4.0,30.0,11.18,219.0,,3,3,3,1,5,15,E
케이크_쿠키앤크림 케이크,빵 및 과자류,336,2.48,18.63,9.94,218.0,,3,3,3,1,5,15,E
케이크_쿠키앤크림 아이스박스 케이크,빵 및 과자류,395,2.63,13.68,19.53,172.0,,3,3,3,0,5,14,E
케이크_쿠키 앤 크림 스틱 치즈 케이크,빵 및 과자류,350,8.0,20.0,8.6,340.0,,3,3,3,2,5,16,E
케이크_콰트로 치즈 파운드 케이크,빵 및 과자류,406,6.25,25.0,14.06,219.0,,3,3,3,1,5,15,E
케이크_콩티라미수 케이크,빵 및 과자류,296,8.33,20.83,13.33,63.0,,3,3,3,0,5,14,E
케이크_케이크속에순우유 케이크,빵 및 과자류,334,5.51,26.06,7.63,142.0,,3,3,3,0,5,14,E
케이크_케이크속에순우유 케이크 (조각),빵 및 과자류,289,4.23,21.13,11.27,113.0,,3,3,3,0,5,14,E
케이크_캐롯 케이크,빵 및 과자류,283,5.5,15.0,,193.0,,3,3,3,1,5,15,E
피자_트리플 치즈 비프 피자,빵 및 과자류,303,14.14,4.76,3.91,542.0,,3,1,2,3,5,14,E
케이크_떠먹는 스트로베리 초코크런치 케이크,빵 및 과자류,305,4.44,20.0,9.63,114.0,,3,3,3,0,5,14,E
케이크_떠먹는 마스카포네 티라미수 케이크,빵 및 과자류,301,4.44,20.74,10.37,69.0,,3,3,3,0,5,14,E
케이크_딸기생크림카스테라,빵 및 과자류,342,6.0,21.0,10.0,73.0,,3,3,3,0,5,14,E
케이크_티라미수 케이크,빵 및 과자류,307,5.0,17.44,14.19,186.0,,3,3,3,1,5,15,E
케이크_티라미수 스푼 케이크,빵 및 과자류,301,5.06,18.35,10.82,126.0,,3,3,3,0,5,14,E
케이크_화이트생크림 케이크 3호,빵 및 과자류,291,3.0,23.0,12.0,153.0,,3,3,3,0,5,14,E
케이크_화이트생크림 케이크 2호,빵 및 과자류,292,3.0,23.0,13.0,140.0,,3,3,3,0,5,14,E
케이크_화이트바닐라빈무스 케이크 (조각),빵 및 과자류,292,3.85,20.0,12.31,50.0,,3,3,3,0,5,14,E
케이크_화이트미니 롤,빵 및 과자류,344,6.0,20.0,10.0,210.0,,3,3,3,1,5,15,E
케이크_화이트 롤케이크,빵 및 과자류,321,6.0,19.0,12.0,75.0,,3,3,3,0,5,14,E
케이크_화이트 치즈 무스 케이크,빵 및 과자류,363,5.08,16.0,25.08,196.0,,3,3,3,1,5,15,E
피자_페파로니 피자 (L),빵 및 과자류,294,14.94,4.35,4.82,632.0,,3,1,2,3,5,14,E
피자_페파로니 피자 (L),빵 및 과자류,287,17.65,6.12,4.82,554.0,,3,1,2,3,5,14,E
케이크_호두 당근 케이크,빵 및 과자류,449,7.14,21.9,10.95,147.0,,3,3,3,0,5,14,E
케이크_헤이즐넛마스카포네치즈 케이크,빵 및 과자류,338,4.06,16.95,15.13,110.0,,3,3,3,0,5,14,E
피자_바비큐 시카고 딥디쉬 피자,빵 및 과자류,308,13.98,5.91,8.6,456.0,,3,1,3,2,5,14,E
케이크_허니 케이크,빵 및 과자류,467,7.7,23.4,11.3,203.0,,3,3,3,1,5,15,E
케이크_해피레인보우 케이크,빵 및 과자류,359,4.0,33.0,13.0,162.0,,3,3,3,0,5,14,E
케이크_한라산 녹차 치즈 바스크 케이크,빵 및 과자류,352,5.52,16.02,16.74,188.0,,3,3,3,1,5,15,E
케이크_까망베르 밀크치즈 케이크 (홀),빵 및 과자류,318,5.0,24.0,11.0,202.0,,3,3,3,1,5,15,E
케이크_당 충전100 쇼콜라 케이크,빵 및 과자류,704,10.0,40.0,28.0,93.0,,3,3,3,0,5,14,E
케이크_당근 케이크 (조각),빵 및 과자류,588,6.0,30.0,13.0,374.0,,3,3,3,2,5,16,E
케이크_당근 케이크 (홀),빵 및 과자류,453,5.0,23.0,10.0,287.0,,3,3,3,1,5,15,E
케이크_당근 크림치즈 케이크,빵 및 과자류,360,4.0,44.0,7.0,320.0,,3,3,2,1,5,14,E
케이크_당근당근 케이크,빵 및 과자류,315,7.0,35.0,7.0,307.0,,3,3,2,1,5,14,E
케이크_딸기쉬폰 케이크,빵 및 과자류,348,5.0,21.0,14.0,128.0,,3,3,3,0,5,14,E
치즈_허브갈릭 크림치즈,유제품류 및 빙과류,279,7.46,7.46,11.19,639.0,,2,2,3,3,4,14,E
피자_고르곤졸라 피자 리코타링 (G),빵 및 과자류,310,16.52,5.22,7.83,514.0,,3,1,3,3,5,15,E
모닝빵,빵 및 과자류,314,9.5,7.97,3.03,489.0,2.4,3,2,1,3,5,14,E
도넛_바바리안 먼치킨 도넛,빵 및 과자류,400,6.0,20.0,8.0,520.0,,3,3,3,3,5,17,E
북어강정_고추장양념,튀김류,379,19.22,12.17,3.09,709.0,1.1,3,3,1,3,4,14,E
도넛_바닐라초코볼 도넛,빵 및 과자류,326,5.88,14.71,8.82,721.0,,3,3,3,3,5,17,E
도넛_바닐라빈 바이츠 도넛,빵 및 과자류,404,7.04,12.68,7.04,563.0,,3,3,2,3,5,16,E
도넛_바닐라 도넛,빵 및 과자류,404,7.8,8.2,7.6,209.0,,3,2,3,1,5,14,E
도넛_메이플링 도넛,빵 및 과자류,478,10.2,14.29,9.18,204.0,,3,3,3,1,5,15,E
도넛_레몬 도넛,빵 및 과자류,404,7.8,8.2,7.6,209.0,,3,2,3,1,5,14,E
도넛_스트로베리 먼치킨 도넛,빵 및 과자류,380,5.0,20.0,8.0,550.0,,3,3,3,3,5,17,E
피자_오마이갓페퍼로니 피자 (L),빵 및 과자류,332,18.61,2.53,8.1,726.0,,3,0,3,3,5,14,E
모카빵,빵 및 과자류,339,8.55,12.53,3.76,354.0,3.6,3,3,2,2,5,15,E
도넛_올리브츄이스티 도넛,빵 및 과자류,404,2.04,12.24,7.14,306.0,,3,3,2,1,5,14,E
도넛_벨지안초코 도넛,빵 및 과자류,418,7.35,20.59,8.82,700.0,,3,3,3,3,5,17,E
도넛_올드훼션드먼치킨,빵 및 과자류,471,3.57,35.71,10.71,214.0,,3,3,3,1,5,15,E
도넛_옥수수꽈배기 도넛,빵 및 과자류,404,7.89,14.47,7.89,592.0,,3,3,3,3,5,17,E
도넛_오리지널 초콜릿 필드 도넛,빵 및 과자류,417,6.45,32.26,8.06,137.0,,3,3,3,0,5,14,E
도넛_오리지널 우유 크림 필드 도넛,빵 및 과자류,416,4.84,25.81,12.9,121.0,,3,3,3,0,5,14,E
피자_존스 페이버릿 피자 골드링 (F),빵 및 과자류,307,14.19,6.76,5.41,607.0,,3,1,2,3,5,14,E
도넛_오리지널 글레이즈드 도넛,빵 및 과자류,447,6.38,25.53,9.15,149.0,,3,3,3,0,5,14,E
도넛_엄마랑장볼때먹던그때그도나쓰,빵 및 과자류,322,3.7,15.56,3.33,422.0,,3,3,1,2,5,14,E
도넛_아몬드초코링 도넛,빵 및 과자류,468,8.06,8.06,4.84,403.0,,3,2,2,2,5,14,E
베이글_어니언 베이글,빵 및 과자류,290,9.7,13.23,1.76,414.0,,3,3,1,2,5,14,E
베이글_뺑오레젱,빵 및 과자류,375,5.88,13.24,13.24,353.0,,3,3,3,2,5,16,E
도넛_바바리안필드 도넛,빵 및 과자류,378,5.0,13.33,7.33,517.0,,3,3,2,3,5,16,E
도넛_생크림폭탄 도넛,빵 및 과자류,364,5.45,10.91,8.73,255.0,,3,2,3,1,5,14,E
베이글_블루베리 베이글허니월넛크림치즈,빵 및 과자류,284,7.37,8.42,3.89,505.0,,3,2,2,3,5,15,E
도넛_초코크런치 도넛,빵 및 과자류,400,5.45,14.55,12.73,,,3,3,3,3,5,17,E
피자빵,빵 및 과자류,298,8.85,8.11,4.92,637.0,2.2,3,2,2,3,5,15,E
페이스트리,빵 및 과자류,466,8.31,6.43,15.31,373.0,2.1,3,1,3,2,5,14,E
크로와상,빵 및 과자류,446,7.52,6.1,9.75,457.0,2.3,3,1,3,2,5,14,E
피자_올미트 피자 골드링씬 (F),빵 및 과자류,281,13.46,4.1,7.61,503.0,,2,1,3,3,5,14,E
츄러스,빵 및 과자류,361,6.6,22.73,2.44,363.0,3.0,3,3,1,2,5,14,E
피자_아메리칸 미트볼 피자,빵 및 과자류,487,26.92,9.62,7.69,850.0,,3,2,3,3,5,16,E
도넛_딸기 도넛,빵 및 과자류,404,7.8,8.2,7.6,209.0,,3,2,3,1,5,14,E
도넛_라즈베리블라썸 도넛,빵 및 과자류,338,4.41,23.53,7.35,700.0,,3,3,2,3,5,16,E
도넛_레드벨벳 먼치킨 도넛,빵 및 과자류,486,3.57,21.43,12.14,193.0,,3,3,3,1,5,15,E
도넛_추억의 옥수수 꽈배기 도넛,빵 및 과자류,407,8.2,14.75,8.2,590.0,,3,3,3,3,5,17,E
도넛_초코 우유크림 듬뿍 도넛,빵 및 과자류,415,5.95,23.81,10.71,131.0,,3,3,3,0,5,14,E
도넛_생크림폭탄 도넛 (3개입),빵 및 과자류,364,6.06,10.91,9.09,248.0,,3,2,3,1,5,14,E
도넛_초코 도넛,빵 및 과자류,404,7.8,40.8,7.6,209.0,,3,3,3,1,5,15,E
도넛_쫀드칸꽈배기 시나몬슈가,빵 및 과자류,385,2.25,15.15,3.58,544.0,,3,3,1,3,5,15,E
도넛_제주말차 우유 도넛,빵 및 과자류,453,4.69,10.94,17.19,234.0,,3,2,3,1,5,14,E
도넛_우유 도넛,빵 및 과자류,404,7.8,8.2,7.6,209.0,,3,2,3,1,5,14,E
도넛_우리찹쌀 왕꽈배기,빵 및 과자류,383,6.09,13.04,2.7,400.0,,3,3,1,2,5,14,E
도넛_용감한 쿠키 도넛,빵 및 과자류,446,5.26,17.54,14.04,386.0,,3,3,3,2,5,16,E
도넛_앙버터 도넛,빵 및 과자류,408,8.0,9.0,10.1,194.0,,3,2,3,1,5,14,E
도넛_아침햇살 쌀꽈배기 도넛,빵 및 과자류,375,4.69,15.63,7.81,406.0,,3,3,3,2,5,16,E
소보로빵,빵 및 과자류,392,8.27,16.69,6.39,396.0,2.9,3,3,2,2,5,15,E
도넛_스트로베리 필드 도넛,빵 및 과자류,372,5.0,16.67,7.33,467.0,,3,3,2,3,5,16,E
도넛_왕크림 도넛,빵 및 과자류,335,6.15,10.77,8.46,223.0,,3,2,3,1,5,14,E
